SkillTargetID	ScheduleID	PeripheralID	EnterpriseName	PeripheralNumber	PeripheralName	AvailableHoldoffDelay	Priority	BaseSkillTargetID	Extension	SubGroupMaskType	SubSkillGroupMask	ConfigParam	Description	Deleted	MRDomainID	IPTA	DefaultEntry	UserDeletable	ServiceLevelThreshold	ServiceLevelType	BucketIntervalID	ChangeStamp
5000	NULL	5000	CCM_PG1.Cisco_Voice.defaul.73715	15043	000788957144	-1	0	5000	NULL	0	NULL	NULL	NULL	N	1	Y	1	Y	-1	0	NULL	0
5001	NULL	5001	CCM_PG2.Cisco_Voice.defaul.54351	22498	000364799706	-1	0	5001	NULL	0	NULL	NULL	NULL	N	1	Y	1	Y	-1	0	NULL	0
5002	NULL	5002	CCM_PG3.Cisco_Voice.defaul.06404	6144	000339723248	-1	0	5002	NULL	0	NULL	NULL	NULL	N	1	Y	1	Y	-1	0	NULL	0
5003	NULL	5003	CCM_PG4.Cisco_Voice.defaul.32491	19020	000981246610	-1	0	5003	NULL	0	NULL	NULL	NULL	N	1	Y	1	Y	-1	0	NULL	0
5004	NULL	5004	CCM_PG5.Cisco_Voice.defaul.65742	31903	000945018956	-1	0	5004	NULL	0	NULL	NULL	NULL	N	1	Y	1	Y	-1	0	NULL	0
5006	NULL	5000	CCM_PG1.Test_Skill_99991	99991	Test_Skill_99991	-1	0	5006	99991	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	4
5010	NULL	5004	CCM_PG5.Test_Skill_9999	9999	Test_Skill_9999	-1	0	5010	5002	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5013	NULL	5000	CCM_PG1.Test_Skill_99992	99992	Test_Skill_99992	-1	0	5013	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5014	NULL	5000	CCM_PG1.Test_Skill_99993	99993	Test_Skill_99993	-1	0	5014	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5015	NULL	5000	CCM_PG1.Test_Skill_99994	99994	Test_Skill_99994	-1	0	5015	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5016	NULL	5000	CCM_PG1.Test_Skill_99995	99995	Test_Skill_99995	-1	0	5016	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5017	NULL	5000	CCM_PG1.Test_Skill_99996	99996	Test_Skill_99996	-1	0	5017	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5182	NULL	5000	CCM_PG1.230_EB_ENG_NSTAR	230	230_EB_ENG_NSTAR	-1	0	5182	230	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5183	NULL	5000	CCM_PG1.200_EB_EN	200	200_EB_EN	-1	0	5183	200	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5184	NULL	5000	CCM_PG1.210_EB_ENG_STARPLUS	210	210_EB_ENG_STARPLUS	-1	0	5184	210	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5185	NULL	5000	CCM_PG1.220_EB_ENG_TP40	220	220_EB_ENG_TP40	-1	0	5185	220	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5186	NULL	5000	CCM_PG1.245_EB_OUTREACH	245	245_EB_OUTREACH	-1	0	5186	245	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5187	NULL	5000	CCM_PG1.254_EB_PD_OUTREACH	254	254_EB_PD_OUTREACH	-1	0	5187	254	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5188	NULL	5000	CCM_PG1.252_EB_PD_STARPLUS	252	252_EB_PD_STARPLUS	-1	0	5188	252	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5189	NULL	5000	CCM_PG1.250_EB_PD_STAR	250	250_EB_PD_STAR	-1	0	5189	250	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5190	NULL	5000	CCM_PG1.240_EB_PROVIDER	240	240_EB_PROVIDER	-1	0	5190	240	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5192	NULL	5000	CCM_PG1.231_EB_SPN_NSTAR	231	231_EB_SPN_NSTAR	-1	0	5192	231	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5193	NULL	5000	CCM_PG1.201_EB_SP	201	201_EB_SP	-1	0	5193	201	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5194	NULL	5000	CCM_PG1.211_EB_SPN_STARPLUS	211	211_EB_SPN_STARPLUS	-1	0	5194	211	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5195	NULL	5000	CCM_PG1.221_EB_SPN_TP40	221	221_EB_SPN_TP40	-1	0	5195	221	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5196	NULL	5000	CCM_PG1.100_THS_EN	100	100_THS_EN	-1	0	5196	100	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	4
5197	NULL	5000	CCM_PG1.110_THS_EN_APPT	110	110_THS_EN_APPT	-1	0	5197	110	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5198	NULL	5000	CCM_PG1.120_THS_EN_CMI_SRU	120	120_THS_EN_CMI_SRU	-1	0	5198	120	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5199	NULL	5000	CCM_PG1.115_THS_OUTREACH	115	115_THS_OUTREACH	-1	0	5199	115	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5200	NULL	5000	CCM_PG1.136_THS_PD_CMI	136	136_THS_PD_CMI	-1	0	5200	136	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5201	NULL	5000	CCM_PG1.132_THS_PD_HCO	132	132_THS_PD_HCO	-1	0	5201	132	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5202	NULL	5000	CCM_PG1.130_THS_PD_NC	130	130_THS_PD_NC	-1	0	5202	130	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5203	NULL	5000	CCM_PG1.134_THS_PD_NP	134	134_THS_PD_NP	-1	0	5203	134	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5204	NULL	5000	CCM_PG1.101_THS_SP	101	101_THS_SP	-1	0	5204	101	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5205	NULL	5000	CCM_PG1.111_THS_SP_APPT	111	111_THS_SP_APPT	-1	0	5205	111	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5206	NULL	5000	CCM_PG1.121_THS_SP_CMI_SRU	121	121_THS_SP_CMI_SRU	-1	0	5206	121	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5207	NULL	5000	CCM_PG1.695_THS_SUPERVISOR	695	695_THS_SUPERVISOR	-1	0	5207	695	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	5
5237	NULL	5000	CCM_PG1.998_Empirix_Test_1	998	998_Empirix_Test_1	-1	0	5237	998	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5238	NULL	5000	CCM_PG1.999_Empirix_Test_2	999	999_Empirix_Test_2	-1	0	5238	999	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5249	NULL	5000	CCM_PG1.850_WEATHER_Austin	850	850_WEATHER_Austin	-1	0	5249	850	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5250	NULL	5000	CCM_PG1.800_EMERG_Austin	800	800_EMERG_Austin	-1	0	5250	800	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5254	NULL	5000	CCM_PG1.851_WEATHER_Midland	851	851_WEATHER_Midland	-1	0	5254	851	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5257	NULL	5000	CCM_PG1.699_EB_SUPERVISOR	699	699_EB_SUPERVISOR	-1	0	5257	699	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5265	NULL	5000	CCM_PG1.400_TXH_ENG_TXHEART	400	400_TXH_ENG_TXHEART	-1	0	5265	400	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5266	NULL	5000	CCM_PG1.401_TXH_SPN_TXHEART	401	401_TXH_SPN_TXHEART	-1	0	5266	401	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5267	NULL	5000	CCM_PG1.405_TXH_ENG_1_TXHEART	405	405_TXH_ENG_1_TXHEART	-1	0	5267	405	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	405_TXH_ENG_1_TXHEART	NULL	N	1	Y	0	Y	-1	0	NULL	0
5268	NULL	5000	CCM_PG1.410_TXH_SPN_1_TXHEART	410	410_TXH_SPN_1_TXHEART	-1	0	5268	410	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5313	NULL	5000	CCM_PG1.500_CHIP_EN_ENROLL	500	500_CHIP_EN_ENROLL	-1	0	5313	500	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5314	NULL	5000	CCM_PG1.501_CHIP_SP_ENROLL	501	501_CHIP_SP_ENROLL	-1	0	5314	501	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5315	NULL	5000	CCM_PG1.510_CHIP_EN_ELIGIBILITY	510	510_CHIP_EN_ELIGIBILITY	-1	0	5315	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5316	NULL	5000	CCM_PG1.511_CHIP_SP_ELIGIBILITY	511	511_CHIP_SP_ELIGIBILITY	-1	0	5316	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5317	NULL	5001	CCM_PG2.500_CHIP_EN_ENROLL	500	500_CHIP_EN_ENROLL	-1	0	5317	500	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5318	NULL	5001	CCM_PG2.501_CHIP_SP_ENROLL	501	501_CHIP_SP_ENROLL	-1	0	5318	501	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5319	NULL	5001	CCM_PG2.510_CHIP_EN_ELIGIBILITY	510	510_CHIP_EN_ELIGIBILITY	-1	0	5319	510	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5320	NULL	5001	CCM_PG2.511_CHIP_SP_ELIGIBILITY	511	511_CHIP_SP_ELIGIBILITY	-1	0	5320	511	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5436	NULL	5000	CCM_PG1.520_CHIP_PROVIDER	520	520_CHIP_PROVIDER	-1	0	5436	520	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5440	NULL	5000	CCM_PG1.5300_PROGRAM_TECH	5300	5300_PROGRAM_TECH	-1	0	5440	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5441	NULL	5000	CCM_PG1.540_PROGRAM_ANALYSIS	540	540_PROGRAM_ANALYSIS	-1	0	5441	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5442	NULL	5000	CCM_PG1.550_CHIP_RESEARCH	550	550_CHIP_RESEARCH	-1	0	5442	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5443	NULL	5000	CCM_PG1.560_IMAGE_ASSEMBLY	560	560_IMAGE_ASSEMBLY	-1	0	5443	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5481	NULL	5001	CCM_PG2.800_EMERG_Midland	800	801_EMERG_Midland	-1	0	5481	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5482	NULL	5002	CCM_PG3.800_EMERG_SanAntonio	800	800_EMERG_SanAntonio	-1	0	5482	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
5483	NULL	5003	CCM_PG4.800_EMERG_EastTX	800	800_EMERG_EastTX	-1	0	5483	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
5579	NULL	5002	CCM_PG3.300_IEE_EN	300	300_IEE_EN	-1	0	5579	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	4
5580	NULL	5002	CCM_PG3.301_IEE_SP	301	301_IEE_SP	-1	0	5580	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5592	NULL	5000	CCM_PG1.9999_Austin_Test_SG	9999	9999_Austin_Test_SG	-1	0	5592	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5593	NULL	5001	CCM_PG2.9999_Midland_Test_SG	9999	9999_Midland_Test_SG	-1	0	5593	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
5994	NULL	5001	CCM_PG2.300_IEE_EN	300	300_IEE_EN	-1	0	5994	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	3
5995	NULL	5001	CCM_PG2.301_IEE_SP	301	301_IEE_SP	-1	0	5995	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	2
6037	NULL	5001	CCM_PG2.310_IEE_EN_EXP_BEN	310	310_IEE_EN_EXP_BEN	-1	0	6037	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6038	NULL	5001	CCM_PG2.320_IEE_EN_FOOD_STAMPS	320	320_IEE_EN_FOOD_STAMPS	-1	0	6038	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6039	NULL	5001	CCM_PG2.330_IEE_EN_TANF	330	330_IEE_EN_TANF	-1	0	6039	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6040	NULL	5001	CCM_PG2.340_IEE_EN_MEDICAID_ELIG	340	340_IEE_EN_MEDICAID_ELIG	-1	0	6040	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6041	NULL	5001	CCM_PG2.350_IEE_EN_MEDICARE_SAV	350	350_IEE_EN_MEDICARE_SAV	-1	0	6041	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6042	NULL	5001	CCM_PG2.360_IEE_EN_LTC	360	360_IEE_EN_LTC	-1	0	6042	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6044	NULL	5001	CCM_PG2.311_IEE_SP_EXP_BEN	311	311_IEE_SP_EXP_BEN	-1	0	6044	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6045	NULL	5001	CCM_PG2.321_IEE_SP_FOOD_STAMPS	321	321_IEE_SP_FOOD_STAMPS	-1	0	6045	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6046	NULL	5001	CCM_PG2.331_IEE_SP_TANF	331	331_IEE_SP_TANF	-1	0	6046	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6047	NULL	5001	CCM_PG2.341_IEE_SP_MEDICAID_ELIG	341	341_IEE_SP_MEDICAID_ELIG	-1	0	6047	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6048	NULL	5001	CCM_PG2.351_IEE_SP_MEDICARE_SAV	351	351_IEE_SP_MEDICARE_SAV	-1	0	6048	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6049	NULL	5001	CCM_PG2.361_IEE_SP_LTC	361	361_IEE_SP_LTC	-1	0	6049	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6062	NULL	5002	CCM_PG3.310_IEE_EN_EXP_BEN	310	310_IEE_EN_EXP_BEN	-1	0	6062	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6063	NULL	5002	CCM_PG3.311_IEE_SP_EXP_BEN	311	311_IEE_SP_EXP_BEN	-1	0	6063	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6064	NULL	5002	CCM_PG3.320_IEE_EN_FOOD_STAMPS	320	320_IEE_EN_FOOD_STAMPS	-1	0	6064	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6065	NULL	5002	CCM_PG3.321_IEE_SP_FOOD_STAMPS	321	321_IEE_SP_FOOD_STAMPS	-1	0	6065	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6066	NULL	5002	CCM_PG3.330_IEE_EN_TANF	330	330_IEE_EN_TANF	-1	0	6066	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6067	NULL	5002	CCM_PG3.331_IEE_SP_TANF	331	331_IEE_SP_TANF	-1	0	6067	NULL	1	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	1
6068	NULL	5002	CCM_PG3.340_IEE_EN_MEDICAID_ELIG	340	340_IEE_EN_MEDICAID_ELIG	-1	0	6068	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6069	NULL	5002	CCM_PG3.341_IEE_SP_MEDICAID_ELIG	341	341_IEE_SP_MEDICAID_ELIG	-1	0	6069	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6070	NULL	5002	CCM_PG3.350_IEE_EN_MEDICARE_SAV	350	350_IEE_EN_MEDICARE_SAV	-1	0	6070	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6071	NULL	5002	CCM_PG3.351_IEE_SP_MEDICARE_SAV	351	351_IEE_SP_MEDICARE_SAV	-1	0	6071	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6072	NULL	5002	CCM_PG3.360_IEE_EN_LTC	360	360_IEE_EN_LTC	-1	0	6072	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6073	NULL	5002	CCM_PG3.361_IEE_SP_LTC	361	361_IEE_SP_LTC	-1	0	6073	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
6146	NULL	5004	CCM_PG5.600_STATE_TW_SR	600	600_STATE_TW_SR	-1	0	6146	NULL	0	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NULL	NULL	N	1	Y	0	Y	-1	0	NULL	0
